enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,will_change_career
27871,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,108,0
29770,city_83,0.923,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,,1,206,0
26620,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,28,1
18424,city_98,0.949,Male,No relevent experience,no_enrollment,Masters,No Major,>20,5000-9999,Public Sector,3,22,0
24161,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,0,52,1
2342,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,>20,50-99,Pvt Ltd,1,65,0
28805,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,1,21,0
13329,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,4,0
18995,city_67,0.855,,No relevent experience,Part time course,High School,,2,,,0,112,0
2869,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,58,0
24574,city_143,0.74,Male,No relevent experience,no_enrollment,High School,,<1,,,0,312,0
5316,city_152,0.698,,No relevent experience,no_enrollment,High School,,3,,Pvt Ltd,0,202,0
22614,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,68,1
12549,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,1,70,1
438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,77,0
15908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Funded Startup,2,2,0
15170,city_114,0.926,Other,No relevent experience,Full time course,High School,,<1,,,0,13,0
13556,city_16,0.91,,No relevent experience,Full time course,High School,,1,,,0,69,0
16429,city_114,0.926,,No relevent experience,no_enrollment,Masters,STEM,2,Oct-49,Pvt Ltd,1,42,0
9025,city_67,0.855,,Has relevent experience,,Masters,STEM,11,100-500,Pvt Ltd,>4,10,0
27720,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Funded Startup,2,83,0
21646,city_40,0.7759999999999999,Male,No relevent experience,Full time course,High School,,5,,,0,56,1
11962,city_39,0.898,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,1,31,0
2157,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,>4,82,0
7815,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,87,0
28986,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,1,220,0
4753,city_67,0.855,,No relevent experience,Full time course,High School,,2,,Pvt Ltd,0,198,0
22453,city_76,0.698,,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,NGO,2,119,1
24154,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,7,50-99,Funded Startup,1,103,0
11418,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,16,,,1,28,0
25589,city_75,0.939,Male,No relevent experience,Full time course,High School,,7,5000-9999,Pvt Ltd,2,48,0
11439,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,184,0
8729,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,21,0
18828,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,3,Oct-49,Pvt Ltd,1,248,0
19552,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,Other,>20,500-999,Pvt Ltd,2,14,0
6520,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,74,1
1930,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,1,13,0
11306,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,3,1
18837,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,,,2,86,0
28678,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,292,0
189,city_71,0.884,,Has relevent experience,Part time course,Masters,STEM,13,500-999,Pvt Ltd,1,40,0
5642,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,31,0
13320,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,,,>4,174,1
24312,city_48,0.493,Male,Has relevent experience,no_enrollment,High School,,4,,,1,105,1
17879,city_141,0.763,Male,No relevent experience,Part time course,Graduate,STEM,2,,,2,25,0
23960,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,70,0
10671,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,8,10000+,Pvt Ltd,3,17,0
4338,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,103,0
6313,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,4,109,0
25482,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,48,0
26022,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,11,50-99,Public Sector,1,26,0
28481,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,18,,Pvt Ltd,>4,116,0
27611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,22,0
31931,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,0,57,0
7465,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,62,0
14121,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,NGO,1,109,1
10567,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,89,0
21921,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,146,0
10020,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,16,500-999,Pvt Ltd,1,53,0
7755,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,114,0
26835,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,Oct-49,Pvt Ltd,0,21,1
20172,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52,0
23107,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,216,0
26378,city_145,0.555,Male,No relevent experience,Full time course,High School,,2,,,0,34,1
5358,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,Humanities,2,500-999,Pvt Ltd,1,30,0
22496,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,2,5000-9999,Pvt Ltd,0,43,0
8203,city_21,0.624,Male,Has relevent experience,,Masters,STEM,5,<10,Early Stage Startup,,107,1
29559,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,55,0
25151,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,3,,,3,112,1
2957,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,42,0
182,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,1,28,0
22578,city_21,0.624,Male,Has relevent experience,no_enrollment,,,2,,,1,27,0
5379,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,5,1
18274,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,70,0
32824,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,48,1
21804,city_114,0.926,Male,No relevent experience,no_enrollment,,,<1,,,0,76,0
24426,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,164,0
33090,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,,1,77,0
15453,city_20,0.7959999999999999,,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,109,0
24436,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,,14,Oct-49,Pvt Ltd,>4,3,1
11252,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,14,,,1,18,0
27747,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,13,0
31084,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,0
13711,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Early Stage Startup,1,79,0
23429,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,>4,19,1
8247,city_61,0.913,,No relevent experience,Full time course,High School,,6,,,0,22,0
23573,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,7,,,1,94,0
12327,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,18,0
15514,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,6,0
8266,city_30,0.698,,Has relevent experience,no_enrollment,High School,,8,<10,Early Stage Startup,1,166,0
22204,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,10,500-999,Public Sector,1,40,1
18334,city_103,0.92,Male,No relevent experience,Full time course,High School,,<1,,,0,12,0
10826,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Public Sector,>4,83,0
5746,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,27,0
6806,city_16,0.91,,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Pvt Ltd,2,154,0
25445,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,47,0
18732,city_50,0.8959999999999999,Male,No relevent experience,Full time course,Masters,STEM,7,50-99,Public Sector,1,54,0
16108,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,26,0
25158,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,Business Degree,17,,,>4,26,0
16313,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,,1,206,0
23297,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,Oct-49,Other,1,138,0
24946,city_67,0.855,Female,Has relevent experience,Full time course,Masters,STEM,16,100-500,Pvt Ltd,3,168,0
31048,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,1,48,0
20490,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,6,1000-4999,Pvt Ltd,3,15,1
28560,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,16,Oct-49,,1,54,0
18980,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,59,0
29039,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,32,0
15786,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,9,0
19439,city_21,0.624,,No relevent experience,Full time course,,,<1,,,1,37,1
21298,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,14,10000+,Public Sector,2,52,1
21161,city_160,0.92,,No relevent experience,no_enrollment,Phd,STEM,19,100-500,Pvt Ltd,>4,152,0
32128,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,2,136,0
6245,city_65,0.802,Male,No relevent experience,Part time course,Graduate,STEM,1,,,0,29,1
14163,city_103,0.92,,Has relevent experience,no_enrollment,High School,,15,10000+,Pvt Ltd,>4,45,0
26726,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,7,,,0,16,0
27941,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,36,0
33350,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,3,7,1
18617,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,33,0
10939,city_16,0.91,Female,Has relevent experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,1,44,1
15423,city_10,0.895,,Has relevent experience,Part time course,Masters,STEM,6,Oct-49,NGO,>4,22,1
27562,city_1,0.847,Male,No relevent experience,Full time course,Graduate,STEM,2,,,0,7,1
19664,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,30,0
20727,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,125,0
30594,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Other,>4,30,0
16211,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,4,82,1
7592,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,6,,,0,117,1
14298,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,Business Degree,7,100-500,Pvt Ltd,2,15,0
16022,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,1,84,0
3337,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,52,0
25548,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,28,0
27560,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,53,0
23929,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,18,,,>4,18,0
22315,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Funded Startup,2,6,0
8508,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,18,0
31752,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Early Stage Startup,1,158,0
14548,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,36,1
4412,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0,74,0
5495,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,25,1
8452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Funded Startup,1,113,0
12430,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,74,1
5373,city_140,0.856,Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,0,26,0
451,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,2,308,0
23099,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,No Major,19,50-99,Pvt Ltd,4,72,0
14317,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,2,22,0
31225,city_103,0.92,Female,No relevent experience,Full time course,Masters,Humanities,7,,,1,35,1
26877,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,1,184,0
11281,city_75,0.939,Female,No relevent experience,no_enrollment,Primary School,,3,,,0,11,0
31573,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,19,1
15026,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,50,0
9018,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,91,1
18022,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,4,46,0
3737,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,11,50-99,Pvt Ltd,2,54,0
1445,city_72,0.795,Male,Has relevent experience,no_enrollment,High School,,3,,,0,45,0
7847,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,0
9151,city_114,0.926,Male,No relevent experience,Full time course,High School,,7,,,1,18,0
21769,city_118,0.722,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,70,1
12031,city_24,0.698,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,5,,,1,21,0
31056,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,3,52,1
19386,city_80,0.847,Male,No relevent experience,Part time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,29,0
19366,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,92,1
12877,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,88,0
28342,city_103,0.92,,Has relevent experience,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,17,0
12675,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Funded Startup,1,51,0
29087,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,16,0
30281,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,2,34,0
10077,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,10,<10,Early Stage Startup,1,48,0
21915,city_16,0.91,,Has relevent experience,no_enrollment,Phd,STEM,11,10000+,Pvt Ltd,>4,23,0
11662,city_65,0.802,Male,No relevent experience,Full time course,High School,,5,1000-4999,,1,2,0
1426,city_16,0.91,,No relevent experience,no_enrollment,Graduate,Humanities,<1,50-99,Pvt Ltd,1,72,0
17313,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,6,,,4,76,1
21525,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,0,30,0
32933,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,34,0
5097,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,1,30,0
31140,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,,<1,,,0,31,0
19268,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,1,113,0
5920,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,196,0
25795,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,75,0
8867,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,<10,Pvt Ltd,2,58,0
4624,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,0,54,0
17757,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,,1,16,1
6259,city_45,0.89,Male,Has relevent experience,,Masters,STEM,15,50-99,Pvt Ltd,>4,26,0
20915,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,0,302,0
9008,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,77,1
13516,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Early Stage Startup,>4,50,0
23234,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,29,0
29796,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,1,109,0
28454,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,33,0
29450,city_90,0.698,Male,No relevent experience,Full time course,High School,,2,<10,Early Stage Startup,0,43,0
24557,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,39,0
13615,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,,4,1
16642,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,Oct-49,Funded Startup,2,112,0
19706,city_11,0.55,,Has relevent experience,Full time course,Primary School,,,<10,Early Stage Startup,,62,1
3653,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,52,0
29987,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,70,0
20542,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,30,0
2236,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,,,1,52,1
13965,city_136,0.897,,Has relevent experience,Part time course,Graduate,STEM,4,,,1,106,0
18308,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,Oct-49,,1,22,0
31060,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,58,1
23783,city_90,0.698,,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,,145,0
12350,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,50-99,Pvt Ltd,1,9,0
22871,city_131,0.68,Male,No relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,32,0
4985,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,4,,Public Sector,1,184,0
23395,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Oct-49,Funded Startup,0,4,0
24733,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,298,0
5515,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,57,0
7191,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,9,Oct-49,Pvt Ltd,>4,14,0
5023,city_141,0.763,Male,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,0,55,0
22827,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,14,500-999,Public Sector,1,46,0
8920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Pvt Ltd,1,43,1
28611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,61,1
21749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,26,0
29359,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,37,0
17355,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,60,0
14706,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,>4,96,0
5707,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Funded Startup,2,53,0
24866,city_21,0.624,,No relevent experience,Full time course,,,4,,,0,41,1
21329,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0,242,0
32367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,102,0
32657,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,18,0
15737,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,50,1
11378,city_46,0.762,,No relevent experience,no_enrollment,Graduate,STEM,4,,,0,51,1
20705,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,3,28,0
5598,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,<10,Pvt Ltd,1,11,1
13926,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,4,33,0
2701,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,70,0
33016,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,2,51,0
4570,city_11,0.55,Male,No relevent experience,Full time course,High School,,2,,,1,10,0
5884,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,8,0
24182,city_89,0.925,Female,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,0,24,0
31755,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,20,0
22499,city_45,0.89,,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,36,0
14519,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,56,0
10697,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,,17,0
28006,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,59,0
23054,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,19,,,1,56,0
20290,city_159,0.843,,No relevent experience,Full time course,Graduate,STEM,5,,,0,13,1
8657,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,2,,,1,42,1
20181,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,10,1
4550,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,130,0
581,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,108,0
18561,city_136,0.897,Male,No relevent experience,Full time course,Masters,Business Degree,5,,,1,21,0
16334,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,4,,,1,26,1
1805,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1,81,1
9347,city_91,0.691,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Public Sector,2,26,0
9062,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,0,46,0
2639,city_67,0.855,Other,Has relevent experience,Full time course,Masters,STEM,7,,,1,24,0
18922,city_21,0.624,,No relevent experience,,Graduate,STEM,4,,,0,7,0
32363,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,<1,,Pvt Ltd,0,23,0
25487,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,3,57,0
28297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,77,0
14455,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,24,0
18342,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,8,1
24336,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,3,,,0,48,0
30851,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,Public Sector,1,46,0
30182,city_103,0.92,,Has relevent experience,Full time course,High School,,6,,,2,8,1
2601,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,152,1
2314,city_114,0.926,,No relevent experience,no_enrollment,Masters,Other,7,10000+,Pvt Ltd,1,19,0
16919,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,21,0
19497,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,5,10000+,Pvt Ltd,0,210,0
